origin,destination,carrier,planned_lead_time,current_transit_days,port_congestion_index,is_delayed,delay_days
Penang,Rotterdam,DHL,11,22,0.49450245479592214,1,11
Penang,Rotterdam,Maersk,11,7,0.9913792184482956,0,0
Shenzhen,Chicago,Maersk,36,41,0.04384701871096319,1,5
Penang,Chicago,Maersk,26,37,0.23437158640380573,1,11
Penang,Chicago,FedEx,19,28,0.3965459869736151,1,9
Shenzhen,LA,DHL,27,12,0.44977794156570317,0,0
Penang,LA,Maersk,31,39,0.9213674026995187,1,8
Shenzhen,Rotterdam,Maersk,28,6,0.5600043640772588,0,0
Shenzhen,Rotterdam,Maersk,35,37,0.04511099552039388,1,2
Taipei,Rotterdam,FedEx,30,16,0.40786296342566186,0,0
Taipei,Rotterdam,Maersk,10,26,0.4164904123690699,1,16
Penang,LA,Maersk,33,17,0.9654909384377848,0,0
Penang,Rotterdam,FedEx,38,14,0.5991970910211082,0,0
Shenzhen,Rotterdam,FedEx,13,21,0.6356510711589388,1,8
Penang,Chicago,Maersk,34,9,0.7132530312512708,0,0
Shenzhen,Rotterdam,Maersk,13,13,0.7700393156821232,0,0
Shenzhen,Rotterdam,FedEx,39,17,0.6350510702024892,0,0
Penang,Rotterdam,DHL,11,27,0.2371943511339355,1,16
Shenzhen,LA,FedEx,28,34,0.8740459143411642,1,6
Taipei,Chicago,DHL,30,8,0.7321198004106302,0,0
Penang,Rotterdam,Maersk,21,25,0.7418704850969559,1,4
Taipei,Rotterdam,Maersk,19,13,0.9965567392347492,0,0
Penang,Chicago,DHL,22,11,0.8025265348633159,0,0
Shenzhen,Rotterdam,FedEx,38,20,0.8291514031551532,0,0
Penang,LA,Maersk,39,27,0.9514055157101584,0,0
Taipei,Rotterdam,DHL,31,27,0.15113399984889386,0,0
Shenzhen,LA,FedEx,32,35,0.49772737647806786,1,3
Penang,LA,DHL,29,9,0.5805670235907876,0,0
Penang,Rotterdam,FedEx,32,10,0.3292757292224576,0,0
Penang,Chicago,FedEx,24,5,0.8394033438945055,0,0
Taipei,LA,FedEx,35,32,0.7624196216457234,0,0
Taipei,Chicago,FedEx,12,22,0.720883074508124,1,10
Penang,Rotterdam,DHL,32,28,0.9971494397581668,0,0
Shenzhen,LA,DHL,29,17,0.2593813734083905,0,0
Shenzhen,Rotterdam,DHL,38,37,0.7354572516754213,0,0
Taipei,Chicago,DHL,22,14,0.5514044749059006,0,0
Shenzhen,Rotterdam,DHL,17,11,0.3129891824938761,0,0
Taipei,Rotterdam,FedEx,34,41,0.16058687072312583,1,7
Penang,LA,Maersk,16,36,0.8958838370675472,1,20
Taipei,Rotterdam,Maersk,33,26,0.5954554827078453,0,0
Taipei,Rotterdam,DHL,17,20,0.8249338376407946,1,3
Penang,Rotterdam,DHL,27,28,0.5453449840015449,1,1
Shenzhen,LA,Maersk,18,18,0.21997708065401955,0,0
Taipei,Chicago,FedEx,15,15,0.33754881310032525,0,0
Taipei,Chicago,DHL,36,23,0.3815388424735465,0,0
Penang,Rotterdam,FedEx,13,27,0.9729348125037023,1,14
Shenzhen,LA,Maersk,24,38,0.0056332783813825005,1,14
Taipei,Rotterdam,Maersk,14,44,0.985666023024507,1,30
Penang,Chicago,DHL,35,17,0.9804616351098306,0,0
Taipei,LA,FedEx,14,43,0.9961507905301366,1,29
Penang,Chicago,DHL,16,32,0.4765881789196347,1,16
Shenzhen,Chicago,Maersk,39,44,0.9638089696209996,1,5
Shenzhen,LA,FedEx,18,20,0.39559918184982734,1,2
Shenzhen,LA,DHL,16,32,0.02629444066838671,1,16
Shenzhen,Rotterdam,DHL,18,8,0.22434718637176454,0,0
Taipei,Rotterdam,DHL,29,32,0.9452962449373846,1,3
Taipei,Chicago,Maersk,19,16,0.01376469333539998,0,0
Shenzhen,LA,DHL,39,20,0.545994135422975,0,0
Shenzhen,LA,FedEx,35,40,0.07560158889467905,1,5
Shenzhen,Rotterdam,DHL,13,24,0.2863965784275785,1,11
Taipei,Chicago,Maersk,15,30,0.08809285071188666,1,15
Shenzhen,Chicago,DHL,33,30,0.8595286211130564,0,0
Shenzhen,Rotterdam,Maersk,23,26,0.5910707096477058,1,3
Shenzhen,LA,Maersk,18,13,0.9021064657183129,0,0
Penang,Rotterdam,FedEx,10,9,0.6883531995402283,0,0
Shenzhen,Rotterdam,FedEx,26,21,0.9710291312450997,0,0
Penang,Rotterdam,DHL,22,38,0.5098776547604066,1,16
Penang,Rotterdam,Maersk,33,6,0.6387105817628745,0,0
Shenzhen,LA,Maersk,36,11,0.5763088198890566,0,0
Penang,Rotterdam,FedEx,16,40,0.48426042944661274,1,24
Shenzhen,LA,FedEx,18,17,0.8459593654230126,0,0
Taipei,Rotterdam,DHL,20,24,0.6445251356703602,1,4
Taipei,Chicago,Maersk,12,34,0.8013122648554728,1,22
Taipei,LA,FedEx,35,34,0.7863639366024132,0,0
Taipei,Chicago,DHL,21,15,0.1910451606552953,0,0
Penang,Rotterdam,Maersk,30,35,0.6501635325176437,1,5
Shenzhen,Rotterdam,Maersk,12,7,0.19964801918133412,0,0
Shenzhen,Rotterdam,FedEx,24,6,0.5833204782437709,0,0
Shenzhen,LA,DHL,30,7,0.6774346844463005,0,0
Taipei,Chicago,FedEx,19,19,0.9972350715875868,0,0
Taipei,LA,DHL,10,21,0.030541978149738358,1,11
Shenzhen,LA,Maersk,23,11,0.09124239411372093,0,0
Taipei,Rotterdam,DHL,36,9,0.0770266963712315,0,0
Shenzhen,Chicago,DHL,29,38,0.39836128626674006,1,9
Shenzhen,Rotterdam,DHL,15,37,0.8215883614858137,1,22
Shenzhen,LA,DHL,11,20,0.8440563327871357,1,9
Shenzhen,Rotterdam,DHL,38,41,0.7369795957211517,1,3
Shenzhen,Chicago,FedEx,32,7,0.8968782418299477,0,0
Shenzhen,Rotterdam,DHL,17,25,0.3228599441694525,1,8
Shenzhen,Chicago,DHL,10,12,0.08815464425229913,1,2
Taipei,Chicago,Maersk,38,26,0.058153027989850115,0,0
Shenzhen,Rotterdam,DHL,13,9,0.8521327196193863,0,0
Shenzhen,LA,Maersk,36,21,0.7304362943536913,0,0
Taipei,Rotterdam,FedEx,13,41,0.6986153060111209,1,28
Taipei,LA,FedEx,38,18,0.3396763385456688,0,0
Taipei,LA,DHL,14,43,0.3799051886182262,1,29
Shenzhen,Rotterdam,FedEx,39,32,0.9581135288993192,0,0
Penang,LA,DHL,37,35,0.06380474409793502,0,0
Penang,LA,FedEx,37,21,0.7737317369377926,0,0
Taipei,Rotterdam,DHL,29,39,0.30963332370839314,1,10
Penang,Rotterdam,DHL,18,44,0.039054618412556086,1,26
Taipei,Rotterdam,Maersk,32,26,0.742570110742456,0,0
Shenzhen,LA,Maersk,22,33,0.3309118856783746,1,11
Penang,Chicago,Maersk,27,14,0.7221475187427966,0,0
Shenzhen,LA,Maersk,26,22,0.7076543831181201,0,0
Penang,Chicago,DHL,34,39,0.5347868754331151,1,5
Shenzhen,Rotterdam,FedEx,10,20,0.7773731292105488,1,10
Penang,Chicago,DHL,31,11,0.5810383241712435,0,0
Shenzhen,Rotterdam,Maersk,24,34,0.2866368528482607,1,10
Shenzhen,Rotterdam,Maersk,11,23,0.734115301064419,1,12
Penang,Chicago,FedEx,25,27,0.5891398158777236,1,2
Shenzhen,Rotterdam,Maersk,29,12,0.012727281689920544,0,0
Shenzhen,Chicago,DHL,31,21,0.9016441777703094,0,0
Shenzhen,Rotterdam,DHL,14,25,0.5456436183243134,1,11
Penang,LA,DHL,36,30,0.8686272654795317,0,0
Penang,LA,DHL,31,32,0.8827368389822446,1,1
Shenzhen,Rotterdam,DHL,28,43,0.4449666567350885,1,15
Shenzhen,Rotterdam,FedEx,14,37,0.5076599964512309,1,23
Penang,Chicago,DHL,11,44,0.4157543876756019,1,33
Penang,LA,Maersk,16,23,0.4494367753080455,1,7
Shenzhen,Chicago,Maersk,12,33,0.8951471589717278,1,21
Shenzhen,Rotterdam,Maersk,26,24,0.788144013967911,0,0
Shenzhen,Rotterdam,Maersk,39,24,0.12652567631557798,0,0
Taipei,Chicago,FedEx,33,14,0.6103077815400959,0,0
Penang,Rotterdam,Maersk,33,16,0.9959066403863422,0,0
Taipei,LA,FedEx,12,37,0.5955507012324858,1,25
Penang,Chicago,Maersk,22,29,0.7858716255931055,1,7
Penang,LA,FedEx,16,29,0.7690614733811709,1,13
Penang,LA,FedEx,34,8,0.35031752587232856,0,0
Penang,LA,FedEx,33,8,0.3718493027039589,0,0
Penang,Chicago,Maersk,12,13,0.7240764217904032,1,1
Penang,Rotterdam,FedEx,24,19,0.4999835316048351,0,0
Penang,LA,DHL,38,30,0.570570709130388,0,0
Taipei,LA,DHL,27,19,0.7129057903648376,0,0
Shenzhen,LA,Maersk,38,30,0.7775750270390502,0,0
Shenzhen,Rotterdam,DHL,19,32,0.27151657773307136,1,13
Taipei,Rotterdam,DHL,32,11,0.14679375943696293,0,0
Taipei,Chicago,DHL,16,36,0.29179464672372524,1,20
Taipei,Rotterdam,Maersk,18,16,0.5075383250920755,0,0
Taipei,Chicago,Maersk,14,39,0.3421413172970391,1,25
Penang,Chicago,DHL,29,36,0.5683627588475938,1,7
Shenzhen,Chicago,Maersk,17,13,0.053465724125628444,0,0
Penang,Chicago,FedEx,23,18,0.5097504116137672,0,0
Shenzhen,Chicago,DHL,13,17,0.3679849069377079,1,4
Shenzhen,LA,Maersk,29,37,0.5346667548928824,1,8
Taipei,Rotterdam,Maersk,37,36,0.4225333548849768,0,0
Penang,LA,DHL,23,23,0.28422585063754247,0,0
Taipei,Chicago,Maersk,21,34,0.9041079054576358,1,13
Penang,Rotterdam,DHL,11,20,0.1847649884213569,1,9
Shenzhen,LA,Maersk,22,16,0.6813655755805597,0,0
Taipei,LA,FedEx,10,14,0.9246447125824141,1,4
Taipei,Chicago,DHL,29,6,0.5386699596854331,0,0
Shenzhen,LA,FedEx,16,22,0.8764084885794821,1,6
Shenzhen,LA,DHL,37,17,0.12485147843328437,0,0
Shenzhen,LA,Maersk,34,33,0.4937887702564081,0,0
Taipei,LA,FedEx,18,28,0.4570252804809394,1,10
Penang,LA,Maersk,37,42,0.008118807036994857,1,5
Taipei,Chicago,DHL,35,16,0.4432573413593345,0,0
Penang,Chicago,DHL,26,33,0.36902975638259783,1,7
Taipei,LA,DHL,30,26,0.6697987277746154,0,0
Taipei,Chicago,DHL,32,40,0.9383297785765186,1,8
Shenzhen,Chicago,DHL,22,5,0.08579108826203652,0,0
Penang,Rotterdam,FedEx,32,44,0.3274763867146231,1,12
Taipei,LA,DHL,19,38,0.4440647373942519,1,19
Taipei,Chicago,Maersk,25,38,0.4551853780343833,1,13
Shenzhen,Chicago,FedEx,15,37,0.7748097208422537,1,22
Shenzhen,LA,Maersk,25,8,0.4433956658334408,0,0
Penang,Rotterdam,DHL,20,42,0.027161301453653364,1,22
Taipei,LA,Maersk,35,34,0.7101040945928313,0,0
Penang,Rotterdam,FedEx,29,24,0.8848296951456717,0,0
Taipei,LA,FedEx,12,30,0.5139047125496728,1,18
Penang,LA,FedEx,37,19,0.5811085216985054,0,0
Shenzhen,LA,Maersk,38,11,0.16293643896904608,0,0
Taipei,LA,FedEx,18,11,0.22064594467895704,0,0
Penang,Rotterdam,Maersk,24,33,0.23517023912461177,1,9
Shenzhen,Rotterdam,DHL,37,27,0.4307419748812953,0,0
Shenzhen,Chicago,DHL,22,38,0.9281452208956421,1,16
Penang,LA,Maersk,19,24,0.521784766714886,1,5
Taipei,Rotterdam,FedEx,29,19,0.19209764520135264,0,0
Taipei,Rotterdam,Maersk,33,37,0.2660877358689496,1,4
Shenzhen,Rotterdam,Maersk,22,21,0.38401502972718426,0,0
Taipei,LA,Maersk,26,24,0.6232589756927994,0,0
Taipei,Chicago,DHL,16,17,0.44003315300400536,1,1
Taipei,Rotterdam,Maersk,37,28,0.39244484417692493,0,0
Shenzhen,LA,DHL,15,41,0.5647286003989948,1,26
Penang,Rotterdam,Maersk,22,11,0.24183499495446548,0,0
Taipei,Rotterdam,DHL,37,12,0.07890327258458218,0,0
Shenzhen,Chicago,Maersk,26,27,0.024414314822222116,1,1
Shenzhen,Rotterdam,Maersk,24,18,0.25125916346712707,0,0
Penang,Rotterdam,FedEx,13,8,0.0915920341444687,0,0
Taipei,LA,FedEx,37,25,0.3363406385207668,0,0
Taipei,LA,Maersk,24,14,0.7729335403597556,0,0
Penang,Chicago,Maersk,23,26,0.7162943304868383,1,3
Penang,LA,Maersk,30,34,0.6109276227880288,1,4
Shenzhen,LA,Maersk,20,34,0.8525002438794788,1,14
Shenzhen,Chicago,FedEx,33,20,0.2820676245442767,0,0
Penang,Rotterdam,DHL,13,15,0.8850537530299657,1,2
Taipei,Chicago,Maersk,12,26,0.39923916966917916,1,14
Shenzhen,LA,FedEx,11,33,0.40089331826662655,1,22
Shenzhen,Chicago,Maersk,29,29,0.4053516136255215,0,0
Taipei,Rotterdam,Maersk,36,18,0.09809436624098145,0,0
Shenzhen,Chicago,DHL,19,18,0.9754904983310557,0,0
Taipei,LA,Maersk,39,6,0.1385067778251592,0,0
Taipei,LA,Maersk,22,17,0.3408857244691845,0,0
Taipei,Chicago,DHL,29,7,0.31930032032675715,0,0
Penang,Rotterdam,DHL,38,34,0.07467943281670963,0,0
Penang,Chicago,DHL,35,22,0.15226013011187667,0,0
Penang,Rotterdam,DHL,30,40,0.044858336185385816,1,10
Taipei,Rotterdam,FedEx,38,25,0.29240449356051346,0,0
Taipei,Chicago,FedEx,32,23,0.8666569240289065,0,0
Penang,Rotterdam,FedEx,34,20,0.3394422057373845,0,0
Shenzhen,LA,Maersk,27,32,0.12369183206737921,1,5
Taipei,Chicago,DHL,30,8,0.645693868383918,0,0
Shenzhen,Rotterdam,DHL,25,19,0.9966009120549105,0,0
Shenzhen,LA,FedEx,20,5,0.23232378953192756,0,0
Taipei,Chicago,Maersk,19,20,0.27957100537056945,1,1
Taipei,LA,Maersk,18,24,0.9718470542807885,1,6
Shenzhen,LA,Maersk,21,37,0.17877628755048713,1,16
Shenzhen,LA,FedEx,39,21,0.5112140674591639,0,0
Penang,Rotterdam,Maersk,38,9,0.2396521330160949,0,0
Penang,Chicago,Maersk,28,9,0.9323518979012438,0,0
Taipei,Chicago,Maersk,10,43,0.981521014576294,1,33
Penang,Rotterdam,DHL,27,17,0.8146978461200154,0,0
Penang,Chicago,FedEx,23,40,0.31478381581281056,1,17
Penang,LA,DHL,31,34,0.403487475280505,1,3
Penang,Chicago,DHL,30,8,0.24230568366642136,0,0
Shenzhen,Rotterdam,FedEx,10,27,0.8907579670089915,1,17
Taipei,LA,DHL,26,25,0.9145582776881581,0,0
Penang,Rotterdam,Maersk,20,25,0.4188706622460472,1,5
Shenzhen,LA,Maersk,29,10,0.6565330699030019,0,0
Shenzhen,LA,Maersk,37,28,0.16555317977469386,0,0
Shenzhen,Chicago,Maersk,24,35,0.434935900363409,1,11
Penang,LA,FedEx,13,23,0.6314991066734976,1,10
Penang,Rotterdam,DHL,24,42,0.38540311851801956,1,18
Taipei,Chicago,DHL,31,16,0.3575995256864599,0,0
Penang,Rotterdam,Maersk,31,18,0.0009989922669426665,0,0
Penang,LA,Maersk,35,16,0.8042934637771141,0,0
Shenzhen,Rotterdam,DHL,23,19,0.8893376120214482,0,0
Taipei,Rotterdam,FedEx,31,23,0.9694635295458321,0,0
Penang,LA,DHL,10,32,0.7192713850692155,1,22
Penang,Chicago,Maersk,35,44,0.5487923123698846,1,9
Shenzhen,Rotterdam,Maersk,18,9,0.2692845198087094,0,0
Shenzhen,LA,FedEx,36,9,0.9992994759634984,0,0
Penang,Chicago,DHL,16,10,0.5897528545321056,0,0
Taipei,Chicago,FedEx,32,27,0.6811540723304462,0,0
Taipei,Chicago,FedEx,20,7,0.6824061619553177,0,0
Shenzhen,Rotterdam,Maersk,32,41,0.8452517957571815,1,9
Shenzhen,Rotterdam,DHL,11,37,0.00967253884691921,1,26
Penang,Rotterdam,Maersk,11,25,0.22024694043137183,1,14
Shenzhen,Chicago,DHL,15,24,0.665534000170014,1,9
Penang,Rotterdam,Maersk,32,5,0.8951457368245678,0,0
Taipei,LA,Maersk,28,43,0.6853387819213562,1,15
Taipei,Rotterdam,DHL,38,21,0.41349129149368014,0,0
Penang,Rotterdam,DHL,29,33,0.3615554958702616,1,4
Shenzhen,Chicago,Maersk,23,12,0.7379480082833204,0,0
Taipei,Rotterdam,DHL,37,30,0.7412376971371935,0,0
Shenzhen,LA,Maersk,12,32,0.6070579925056904,1,20
Taipei,Chicago,DHL,16,38,0.29146702409733705,1,22
Penang,LA,Maersk,16,30,0.9251548183905436,1,14
Penang,Chicago,Maersk,13,17,0.5518799421186391,1,4
Penang,Chicago,Maersk,38,41,0.7904923562483306,1,3
Taipei,Rotterdam,FedEx,32,17,0.21430826216183163,0,0
Shenzhen,LA,DHL,14,42,0.34404078861472787,1,28
Shenzhen,Chicago,Maersk,26,29,0.8745795163873424,1,3
Shenzhen,Rotterdam,FedEx,35,27,0.050107029939968406,0,0
Taipei,Chicago,Maersk,13,26,0.5123153112566621,1,13
Taipei,Chicago,FedEx,32,25,0.481705479844009,0,0
Taipei,Chicago,Maersk,22,34,0.7512301889080821,1,12
Taipei,Chicago,Maersk,25,15,0.2818937705993324,0,0
Taipei,Chicago,FedEx,25,8,0.21906682185959947,0,0
Shenzhen,Chicago,FedEx,11,37,0.9261328387732337,1,26
Taipei,Rotterdam,DHL,27,16,0.5717096519584648,0,0
Taipei,Chicago,DHL,10,13,0.1046895682836545,1,3
Shenzhen,LA,FedEx,27,36,0.19303616221432107,1,9
Taipei,Rotterdam,DHL,35,15,0.9988260595142483,0,0
Shenzhen,LA,FedEx,39,41,0.1956089962521924,1,2
Shenzhen,Chicago,DHL,17,28,0.6104755113536787,1,11
Penang,LA,Maersk,20,11,0.4201280789956181,0,0
Penang,Chicago,DHL,33,12,0.8855990948498353,0,0
Penang,Chicago,Maersk,33,37,0.7551685922953277,1,4
Penang,Rotterdam,Maersk,24,29,0.5969513962618158,1,5
Taipei,Rotterdam,DHL,25,5,0.010738981797982494,0,0
Penang,Chicago,FedEx,26,7,0.8797952074934596,0,0
Shenzhen,Rotterdam,Maersk,26,44,0.44466747083871627,1,18
Taipei,LA,Maersk,21,32,0.9315776530185765,1,11
Penang,Rotterdam,DHL,19,37,0.4955390128542012,1,18
Shenzhen,Rotterdam,FedEx,29,5,0.6942244891827255,0,0
Taipei,LA,FedEx,15,42,0.06929264946664215,1,27
Taipei,Rotterdam,DHL,17,31,0.7451516535267858,1,14
Penang,Chicago,FedEx,22,42,0.3379960313119229,1,20
Taipei,LA,DHL,11,39,0.35135901433178085,1,28
Shenzhen,Chicago,DHL,38,14,0.11865584470938995,0,0
Taipei,LA,DHL,28,16,0.14685714864020227,0,0
Shenzhen,Chicago,Maersk,31,14,0.18575905620621014,0,0
Taipei,Chicago,Maersk,19,38,0.3282061685714224,1,19
Penang,Rotterdam,Maersk,13,28,0.8919699127756054,1,15
Shenzhen,Chicago,DHL,21,32,0.36826023823008047,1,11
Taipei,Rotterdam,Maersk,27,26,0.7243627065632184,0,0
Taipei,LA,Maersk,16,20,0.0827475038898714,1,4
Taipei,Chicago,Maersk,29,17,0.5910987992719926,0,0
Shenzhen,Chicago,DHL,33,40,0.48189123127043954,1,7
Shenzhen,LA,DHL,33,40,0.9779579469545046,1,7
Shenzhen,LA,DHL,32,27,0.846207769878963,0,0
Penang,Chicago,Maersk,35,18,0.45482977243864975,0,0
Penang,LA,FedEx,34,36,0.7751427640453388,1,2
Shenzhen,Rotterdam,Maersk,13,7,0.19303874129377752,0,0
Taipei,LA,Maersk,16,31,0.5623363273917781,1,15
Penang,LA,DHL,19,23,0.07461905556870818,1,4
Shenzhen,Chicago,DHL,35,26,0.3480890322516831,0,0
Taipei,Rotterdam,Maersk,24,5,0.2258621816221703,0,0
Penang,LA,Maersk,21,9,0.7189098153252109,0,0
Taipei,Rotterdam,FedEx,10,37,0.49009069121436144,1,27
Taipei,Rotterdam,FedEx,29,23,0.7510704788480105,0,0
Taipei,Rotterdam,DHL,27,40,0.5152954376314456,1,13
Taipei,Chicago,FedEx,34,10,0.08648444215163853,0,0
Penang,LA,FedEx,25,19,0.7353676497325268,0,0
Penang,Chicago,DHL,14,40,0.8332292639878056,1,26
Penang,LA,FedEx,28,37,0.9035312259127926,1,9
Shenzhen,LA,Maersk,13,28,0.5719919453067082,1,15
Penang,Chicago,FedEx,15,31,0.7535853589994951,1,16
Taipei,Rotterdam,DHL,35,15,0.7520443368826271,0,0
Penang,Rotterdam,Maersk,26,27,0.15574975979894434,1,1
Taipei,LA,FedEx,16,37,0.16422068745957075,1,21
Shenzhen,Chicago,Maersk,33,33,0.07088550580912611,0,0
Taipei,Rotterdam,Maersk,32,35,0.31991363514030147,1,3
Taipei,Rotterdam,FedEx,16,5,0.4735085877410645,0,0
Taipei,LA,FedEx,18,38,0.9978978527542169,1,20
Shenzhen,LA,DHL,22,22,0.4309933420681695,0,0
Penang,Chicago,DHL,29,22,0.7262425885073709,0,0
Penang,LA,Maersk,23,10,0.6933970262725346,0,0
Shenzhen,Rotterdam,DHL,25,44,0.20448195025057958,1,19
Taipei,Rotterdam,Maersk,32,5,0.05850715144943641,0,0
Penang,Rotterdam,Maersk,18,34,0.5460067515335875,1,16
Shenzhen,Rotterdam,DHL,24,8,0.7003055923144761,0,0
Penang,Chicago,DHL,14,36,0.998251790186256,1,22
Shenzhen,Chicago,DHL,27,14,0.35861105228117074,0,0
Taipei,LA,FedEx,30,9,0.8963645620810967,0,0
Penang,LA,Maersk,29,13,0.38193245586918645,0,0
Shenzhen,LA,Maersk,17,9,0.6894117084305128,0,0
Penang,Chicago,Maersk,24,15,0.598252930517052,0,0
Penang,Rotterdam,DHL,30,39,0.052978793302596916,1,9
Penang,LA,DHL,34,31,0.0783884269702585,0,0
Penang,Rotterdam,DHL,18,8,0.020764089724460977,0,0
Shenzhen,LA,DHL,28,14,0.3708340845939895,0,0
Taipei,LA,DHL,38,43,0.7458010487660107,1,5
Shenzhen,LA,FedEx,35,37,0.1727553939907227,1,2
Shenzhen,LA,DHL,31,42,0.6058529683838958,1,11
Shenzhen,LA,Maersk,15,12,0.2888277800310779,0,0
Taipei,Rotterdam,DHL,13,28,0.7969926239790721,1,15
Penang,LA,Maersk,20,43,0.7983961490029909,1,23
Penang,Rotterdam,DHL,38,37,0.7754145149664236,0,0
Penang,Chicago,DHL,19,23,0.5248335138013768,1,4
Taipei,LA,Maersk,12,6,0.2845667100798517,0,0
Penang,Rotterdam,Maersk,10,15,0.8094440438786346,1,5
Taipei,Chicago,Maersk,21,39,0.18610056193924152,1,18
Penang,Chicago,Maersk,32,21,0.289759602028656,0,0
Penang,Chicago,FedEx,24,7,0.18394770616062162,0,0
Shenzhen,Rotterdam,Maersk,24,26,0.6742101603876477,1,2
Taipei,LA,DHL,30,39,0.6862360281158181,1,9
Shenzhen,LA,DHL,23,25,0.652509992786753,1,2
Shenzhen,Rotterdam,FedEx,35,29,0.4156014668646678,0,0
Shenzhen,LA,Maersk,16,43,0.10017100720143324,1,27
Taipei,Rotterdam,DHL,26,6,0.9111695845150212,0,0
Taipei,LA,FedEx,33,5,0.5077309640122382,0,0
Penang,Chicago,DHL,28,11,0.4069721949110915,0,0
Shenzhen,LA,FedEx,16,24,0.5888248932482932,1,8
Penang,Rotterdam,FedEx,37,10,0.19279043581910582,0,0
Shenzhen,Rotterdam,Maersk,12,40,0.1325487791048744,1,28
Taipei,Chicago,FedEx,39,25,0.40552522145794356,0,0
Taipei,Rotterdam,DHL,12,39,0.22722069409991053,1,27
Taipei,LA,DHL,35,40,0.24429029453716455,1,5
Shenzhen,LA,Maersk,34,12,0.8925114877785294,0,0
Taipei,Chicago,Maersk,38,8,0.5307591771858249,0,0
Shenzhen,Rotterdam,FedEx,27,20,0.4834690643233511,0,0
Penang,Chicago,Maersk,39,7,0.6894795937285974,0,0
Shenzhen,LA,DHL,29,11,0.9515481136767396,0,0
Penang,Chicago,DHL,31,6,0.11219856447056409,0,0
Shenzhen,Rotterdam,Maersk,23,5,0.8335345671092572,0,0
Penang,Chicago,Maersk,12,5,0.5840191798678459,0,0
Taipei,Rotterdam,Maersk,37,42,0.14616535381183726,1,5
Penang,Rotterdam,FedEx,35,11,0.29714931868899164,0,0
Taipei,LA,FedEx,39,28,0.4823614164647395,0,0
Taipei,LA,DHL,35,9,0.691177144577423,0,0
Penang,LA,FedEx,16,25,0.24260701695345221,1,9
Shenzhen,Rotterdam,FedEx,16,32,0.5348788154675899,1,16
Shenzhen,Chicago,FedEx,14,22,0.6846716274158617,1,8
Shenzhen,Rotterdam,FedEx,12,28,0.4487407508475062,1,16
Shenzhen,LA,DHL,27,36,0.8630259611201758,1,9
Shenzhen,LA,Maersk,24,37,0.8694591028404044,1,13
Taipei,Chicago,DHL,29,14,0.47069121764044575,0,0
Shenzhen,LA,FedEx,23,13,0.9729257104088996,0,0
Taipei,LA,Maersk,38,37,0.07558509240544731,0,0
Taipei,LA,Maersk,13,37,0.003362378322936621,1,24
Taipei,Chicago,Maersk,36,11,0.38066826380391905,0,0
Penang,Rotterdam,DHL,33,8,0.6010970613725093,0,0
Penang,LA,Maersk,17,32,0.6292001574496608,1,15
Taipei,Chicago,DHL,38,27,0.4764457362938286,0,0
Penang,LA,DHL,30,36,0.12488331324064617,1,6
Shenzhen,Chicago,FedEx,22,20,0.17049752178789424,0,0
Shenzhen,LA,FedEx,31,14,0.8521479838520092,0,0
Taipei,Chicago,Maersk,17,18,0.8679111317392613,1,1
Shenzhen,LA,Maersk,24,43,0.6738985378607202,1,19
Taipei,Rotterdam,FedEx,26,40,0.6642179722788824,1,14
Taipei,LA,DHL,14,38,0.5976821280278075,1,24
Shenzhen,Chicago,DHL,29,28,0.20292588570198822,0,0
Penang,LA,FedEx,13,22,0.4282507002599032,1,9
Shenzhen,Rotterdam,DHL,20,20,0.6958946514633787,0,0
Shenzhen,LA,FedEx,27,41,0.5372522720033387,1,14
Taipei,Chicago,FedEx,19,29,0.01858033405509918,1,10
Taipei,Chicago,Maersk,26,12,0.9535568067200983,0,0
Taipei,Rotterdam,Maersk,39,28,0.8448160525721434,0,0
Taipei,Chicago,FedEx,24,24,0.26054501410973785,0,0
Penang,LA,Maersk,15,34,0.6164589351662961,1,19
Penang,LA,FedEx,32,24,0.9232393837281877,0,0
Penang,LA,DHL,30,22,0.09601101211365137,0,0
Taipei,Chicago,DHL,25,8,0.5030294807967006,0,0
Taipei,LA,DHL,24,40,0.4562430258462945,1,16
Taipei,LA,DHL,17,10,0.4102050052835323,0,0
Penang,LA,FedEx,18,7,0.835588608892925,0,0
Taipei,Rotterdam,DHL,20,22,0.38064614669745733,1,2
Shenzhen,Chicago,DHL,36,44,0.06366333324100759,1,8
Shenzhen,Chicago,DHL,11,22,0.06583774216430249,1,11
Taipei,Chicago,DHL,36,27,0.042744606524608986,0,0
Shenzhen,Rotterdam,FedEx,22,39,0.40914542187403724,1,17
Shenzhen,Chicago,DHL,13,10,0.71840627769836,0,0
Penang,Rotterdam,Maersk,36,30,0.20372246193051546,0,0
Taipei,Rotterdam,Maersk,18,25,0.6464685204315495,1,7
Taipei,Chicago,Maersk,14,28,0.6870884721037042,1,14
Penang,LA,Maersk,28,19,0.25520212401559794,0,0
Shenzhen,LA,Maersk,31,31,0.6005576560606293,0,0
Shenzhen,Chicago,Maersk,12,36,0.6848683400268474,1,24
Taipei,Chicago,FedEx,39,16,0.4666136228021257,0,0
Shenzhen,Rotterdam,Maersk,30,9,0.33671659728009506,0,0
Penang,Chicago,DHL,12,11,0.6191515515743273,0,0
Penang,Rotterdam,Maersk,15,26,0.9778470873280569,1,11
Taipei,Chicago,FedEx,37,31,0.4268414093689781,0,0
